t,I,P,TMod,Eta
2024-01-18 11:40:00,127.8,180.0,20.4,1.5199545715977643
2024-01-18 11:50:00,,503.0,,
2024-01-18 12:00:00,712.3,533.0,32.5,0.8075198772002553
2024-01-18 12:10:00,743.8,499.0,33.5,0.723991268044329
2024-01-18 12:20:00,699.1,572.0,34.0,0.8829694616182006
2024-01-18 12:30:00,658.0,563.0,32.1,0.9233608524388666
2024-01-18 12:40:00,761.3,565.0,33.4,0.8009060506980732
2024-01-18 12:50:00,784.5,603.0,33.9,0.8294941373335255
2024-01-18 13:00:00,765.7,483.0,34.2,0.6807339966540698
2024-01-18 13:10:00,736.0,638.0,33.0,0.9354742144597217
2024-01-18 13:20:00,861.0,567.0,33.9,0.7106714423787595
2024-01-18 13:30:00,729.9,541.0,36.1,0.799876353605175
2024-01-18 13:40:00,729.9,245.0,36.1,0.3622360566234156
2024-01-18 13:50:00,365.1,325.0,31.8,0.9606395984557219
2024-01-18 14:00:00,751.4,585.0,31.8,0.8401825010821551
2024-01-18 14:10:00,770.6,557.0,32.1,0.7800368990783386
2024-01-18 14:20:00,789.4,528.0,31.6,0.721814757791449
2024-01-18 14:30:00,696.9,526.0,34.3,0.8145246582133749
2024-01-18 14:40:00,,509.0,,
2024-01-18 14:50:00,648.1,503.0,30.8,0.8375580560942902
2024-01-18 15:00:00,650.5,494.0,31.3,0.8195370737005377
2024-01-18 15:10:00,641.1,427.0,28.8,0.7187718413216255
2024-01-18 15:20:00,593.8,449.0,29.7,0.8160092924884663
2024-01-18 15:30:00,114.8,42.0,23.4,0.3948174679881997
2024-01-18 15:40:00,79.1,32.0,20.9,0.4365786076700532
2024-01-18 15:50:00,58.5,20.0,19.7,0.36894623789210684
2024-01-18 16:00:00,56.9,39.0,19.3,0.7396756078654145
2024-01-18 16:10:00,,50.0,,
2024-01-18 16:20:00,110.1,48.0,20.5,0.47048185104497553
2024-01-18 16:30:00,215.4,51.0,20.5,0.2555132545847495
2024-01-18 16:40:00,90.7,35.0,21.4,0.41643738813896847
2024-01-18 16:50:00,79.4,32.0,20.1,0.4349290663312494
2024-01-18 17:00:00,96.3,48.0,19.5,0.5379029262726044
2024-01-18 17:10:00,67.8,30.0,20.1,0.47750785213912056
2024-01-18 17:20:01,40.6,17.0,19.6,0.451868267960222
2024-01-18 17:30:00,87.4,18.0,16.5,0.22225422683088586
2024-01-18 17:40:00,50.3,5.0,18.7,0.10727313576882828
2024-01-18 17:50:00,12.4,0.0,17.1,0.0
2024-01-18 18:00:00,5.3,0.0,16.5,0.0
2024-01-18 18:10:00,2.2,0.0,16.0,0.0
2024-01-18 18:20:00,0.5,0.0,15.8,0.0
2024-01-18 18:30:00,0.0,0.0,15.8,
2024-01-18 18:40:00,0.0,0.0,15.9,
2024-01-18 18:50:00,0.0,0.0,15.4,
2024-01-18 19:00:00,0.0,0.0,14.6,
2024-01-18 19:10:00,0.0,0.0,14.4,
2024-01-18 19:20:00,0.0,0.0,14.9,
2024-01-18 19:30:00,0.0,0.0,14.8,
2024-01-18 19:40:00,0.0,0.0,14.7,
2024-01-18 19:50:00,0.0,0.0,14.4,
2024-01-18 20:00:00,0.0,0.0,14.2,
2024-01-18 20:10:00,0.0,0.0,14.2,
2024-01-18 20:20:00,0.0,0.0,14.8,
2024-01-18 20:30:00,0.0,0.0,14.8,
2024-01-18 20:40:00,0.0,0.0,15.1,
2024-01-18 20:50:00,0.0,0.0,15.0,
2024-01-18 21:00:00,0.0,0.0,14.7,
2024-01-18 21:10:00,0.0,0.0,15.2,
2024-01-18 21:20:00,0.0,0.0,15.3,
2024-01-18 21:30:00,0.0,0.0,15.1,
2024-01-18 21:40:00,0.0,0.0,14.9,
2024-01-18 21:50:00,0.0,0.0,15.1,
2024-01-18 22:00:00,0.0,0.0,15.0,
2024-01-18 22:10:00,0.0,0.0,15.0,
2024-01-18 22:20:00,0.0,0.0,15.0,
2024-01-18 22:30:00,0.0,0.0,15.0,
2024-01-18 22:40:00,0.0,0.0,15.0,
2024-01-18 22:50:00,0.0,0.0,15.0,
2024-01-18 23:00:00,0.0,0.0,15.0,
2024-01-18 23:10:00,0.0,0.0,14.8,
2024-01-18 23:20:00,0.0,0.0,14.7,
2024-01-18 23:30:00,0.0,0.0,14.9,
2024-01-18 23:40:00,0.0,0.0,14.4,
2024-01-18 23:50:00,0.0,0.0,13.8,
2024-01-19 00:00:00,0.0,0.0,13.6,
2024-01-19 00:10:00,0.0,0.0,14.2,
2024-01-19 00:20:00,0.0,0.0,14.5,
2024-01-19 00:30:00,0.0,0.0,13.7,
2024-01-19 00:40:00,0.0,0.0,12.5,
2024-01-19 00:50:00,0.0,0.0,12.8,
2024-01-19 01:00:00,0.0,0.0,12.3,
2024-01-19 01:10:00,0.0,0.0,12.2,
2024-01-19 01:20:00,0.0,0.0,11.4,
2024-01-19 01:30:00,0.0,0.0,11.4,
2024-01-19 01:40:00,0.0,0.0,12.7,
2024-01-19 01:50:00,0.0,0.0,13.7,
2024-01-19 02:00:00,0.0,0.0,14.1,
2024-01-19 02:10:00,0.0,0.0,13.8,
2024-01-19 02:20:00,0.0,0.0,12.9,
2024-01-19 02:30:00,0.0,0.0,12.8,
2024-01-19 02:40:00,0.0,0.0,13.2,
2024-01-19 02:50:00,0.0,0.0,13.4,
2024-01-19 03:00:00,0.0,0.0,13.9,
2024-01-19 03:10:00,0.0,0.0,13.9,
2024-01-19 03:20:00,0.0,0.0,14.1,
2024-01-19 03:30:00,0.0,0.0,14.1,
2024-01-19 03:40:00,0.0,0.0,14.7,
2024-01-19 03:50:00,0.0,0.0,14.7,
2024-01-19 04:00:00,0.0,0.0,14.7,
2024-01-19 04:10:00,0.0,0.0,15.0,
2024-01-19 04:20:00,0.0,0.0,15.0,
2024-01-19 04:30:00,0.0,0.0,14.8,
2024-01-19 04:40:00,0.0,0.0,14.8,
2024-01-19 04:50:00,0.0,0.0,14.9,
2024-01-19 05:00:00,0.0,0.0,14.9,
2024-01-19 05:10:00,0.0,0.0,15.0,
2024-01-19 05:20:00,0.0,0.0,14.9,
2024-01-19 05:30:00,0.0,0.0,15.1,
2024-01-19 05:40:01,0.0,0.0,15.2,
2024-01-19 05:50:00,0.0,0.0,15.0,
2024-01-19 06:00:00,0.0,0.0,14.8,
2024-01-19 06:10:00,0.0,0.0,14.7,
2024-01-19 06:20:00,0.0,0.0,14.3,
2024-01-19 06:30:00,0.0,0.0,14.3,
2024-01-19 06:40:00,0.0,0.0,14.1,
2024-01-19 06:50:00,0.0,0.0,14.1,
2024-01-19 07:00:00,0.0,0.0,14.1,
2024-01-19 07:10:00,0.0,0.0,14.1,
2024-01-19 07:20:01,0.0,0.0,14.0,
2024-01-19 07:30:00,0.0,0.0,14.0,
2024-01-19 07:40:00,0.0,0.0,14.1,
2024-01-19 07:50:00,0.0,0.0,14.1,
2024-01-19 08:00:00,0.1,0.0,14.1,0.0
2024-01-19 08:10:00,1.3,0.0,13.9,0.0
2024-01-19 08:20:00,4.3,0.0,14.0,0.0
2024-01-19 08:30:00,12.8,0.0,14.1,0.0
2024-01-19 08:40:00,26.9,0.0,14.2,0.0
2024-01-19 08:50:00,66.5,16.0,14.3,0.2596493824564
2024-01-19 09:00:00,89.3,15.0,16.1,0.18127117791171543
2024-01-19 09:10:00,104.4,23.0,16.1,0.2377476834692671
2024-01-19 09:20:00,159.0,32.0,17.0,0.21719099287233462
2024-01-19 09:30:00,218.1,43.0,18.5,0.21276576373626657
2024-01-19 09:40:00,274.0,51.0,20.4,0.20086698918815707
2024-01-19 09:50:00,320.4,61.0,21.6,0.20545952714075896
2024-01-19 10:00:00,342.3,89.0,22.7,0.28058991930839233
2024-01-19 10:10:00,376.9,154.0,22.8,0.44094410416158014
2024-01-19 10:20:00,,278.0,,
2024-01-19 10:30:00,,392.0,,
2024-01-19 10:40:00,,425.0,,
2024-01-19 10:50:00,452.2,445.0,27.1,1.061985066113033
2024-01-19 11:00:00,,423.0,,
2024-01-19 11:10:00,,439.0,,
2024-01-19 11:20:00,629.6,485.0,29.1,0.8313156873089105
2024-01-19 11:30:01,,504.0,,
2024-01-19 11:40:01,650.4,460.0,29.3,0.7632490207315956
2024-01-19 11:50:00,619.7,443.0,28.9,0.7714560455133851
2024-01-19 12:00:00,582.1,439.0,26.5,0.8138715691827987
2024-01-19 12:10:00,605.7,383.0,28.6,0.6823860766956908
2024-01-19 12:20:00,602.6,175.0,29.2,0.3133991960189549
2024-01-19 12:30:00,260.9,210.0,21.7,0.868628695382241
2024-01-19 12:40:00,255.3,153.0,21.7,0.6467397771745598
2024-01-19 12:50:00,213.7,115.0,24.2,0.5807407148851542
2024-01-19 13:00:00,158.4,98.0,18.8,0.6676669134581593
2024-01-19 13:10:01,157.7,90.0,18.5,0.6158852068807681
2024-01-19 13:20:00,146.4,98.0,19.0,0.7223937096432542
2024-01-19 13:30:00,150.4,91.0,20.5,0.6529538887694916
2024-01-19 13:40:00,137.5,97.0,20.7,0.7613037916068219
2024-01-19 13:50:01,139.9,86.0,17.8,0.6633911804271585
2024-01-19 14:00:00,143.0,103.0,20.0,0.777302642104507
2024-01-19 14:10:00,164.5,91.0,18.4,0.5969864125892494
2024-01-19 14:20:00,132.4,76.0,19.8,0.6194618480620494
2024-01-19 14:30:00,133.7,115.0,21.1,0.9282295495209981
2024-01-19 14:40:00,,97.0,,
2024-01-19 14:50:00,127.5,85.0,21.9,0.7194451638896083
2024-01-19 15:00:00,129.8,80.0,18.9,0.6651264997438597
2024-01-19 15:10:00,129.0,89.0,18.9,0.7445420882113389
2024-01-19 15:20:00,,94.0,,
2024-01-19 15:30:00,133.8,64.0,20.7,0.5161938395620508
2024-01-19 15:40:00,111.6,76.0,21.1,0.7349171028979871
2024-01-19 15:50:00,111.6,52.0,21.1,0.502838017772307
2024-01-19 16:00:00,84.2,66.0,21.3,0.845903458730062
2024-01-19 16:10:00,98.0,63.0,19.1,0.6937506937506938
2024-01-19 16:20:00,86.2,47.0,18.8,0.5884093277751437
2024-01-19 16:30:00,66.3,32.0,19.9,0.5208652770241509
2024-01-19 16:40:00,44.0,19.0,19.8,0.4660042538830418
2024-01-19 16:50:00,37.9,20.0,18.6,0.5694816600709302
2024-01-19 17:00:00,39.7,21.0,18.2,0.5708443995597647
2024-01-19 17:10:00,47.8,17.0,17.5,0.383804428434833
2024-01-19 17:20:00,43.0,13.0,17.2,0.3262600161824968
2024-01-19 17:30:00,34.2,9.0,17.3,0.2839915120616875
2024-01-19 17:40:00,16.5,0.0,16.8,0.0
2024-01-19 17:50:00,5.4,0.0,16.8,0.0
2024-01-19 18:00:00,2.2,0.0,16.4,0.0
2024-01-19 18:10:00,0.5,0.0,16.1,0.0
2024-01-19 18:20:00,0.1,0.0,15.7,0.0
2024-01-19 18:30:00,0.0,0.0,15.5,
2024-01-19 18:40:00,0.0,0.0,15.3,
2024-01-19 18:50:00,0.0,0.0,15.3,
2024-01-19 19:00:00,0.0,0.0,15.2,
2024-01-19 19:10:00,0.0,0.0,15.6,
2024-01-19 19:20:00,0.0,0.0,15.7,
2024-01-19 19:30:00,0.0,0.0,15.8,
2024-01-19 19:40:00,0.0,0.0,16.1,
2024-01-19 19:50:00,0.0,0.0,16.1,
2024-01-19 20:00:01,0.0,0.0,15.7,
2024-01-19 20:10:00,0.0,0.0,15.2,
2024-01-19 20:20:00,0.0,0.0,14.9,
2024-01-19 20:30:00,0.0,0.0,15.0,
2024-01-19 20:40:00,0.0,0.0,15.3,
2024-01-19 20:50:00,0.0,0.0,15.6,
2024-01-19 21:00:00,0.0,0.0,15.7,
2024-01-19 21:10:00,0.0,0.0,15.7,
2024-01-19 21:20:00,0.0,0.0,15.8,
2024-01-19 21:30:00,0.0,0.0,15.6,
2024-01-19 21:40:00,0.0,0.0,15.0,
2024-01-19 21:50:00,0.0,0.0,14.0,
2024-01-19 22:00:00,0.0,0.0,13.3,
2024-01-19 22:10:00,0.0,0.0,13.3,
2024-01-19 22:20:00,0.0,0.0,13.1,
2024-01-19 22:30:00,0.0,0.0,12.9,
2024-01-19 22:40:00,0.0,0.0,12.7,
2024-01-19 22:50:00,0.0,0.0,12.5,
2024-01-19 23:00:00,0.0,0.0,12.2,
2024-01-19 23:10:00,0.0,0.0,11.9,
2024-01-19 23:20:00,0.0,0.0,11.7,
2024-01-19 23:30:00,0.0,0.0,11.6,
2024-01-19 23:40:00,0.0,0.0,11.3,
2024-01-19 23:50:00,0.0,0.0,11.0,
2024-01-20 00:00:00,0.0,0.0,10.9,
2024-01-20 00:10:00,0.0,0.0,10.8,
2024-01-20 00:20:00,0.0,0.0,10.7,
2024-01-20 00:30:00,0.0,0.0,10.7,
2024-01-20 00:40:00,0.0,0.0,10.7,
2024-01-20 00:50:00,0.0,0.0,10.6,
2024-01-20 01:00:00,0.0,0.0,10.6,
2024-01-20 01:10:00,0.0,0.0,10.6,
2024-01-20 01:20:00,0.0,0.0,10.6,
2024-01-20 01:30:00,0.0,0.0,10.6,
2024-01-20 01:40:00,0.0,0.0,10.5,
2024-01-20 01:50:00,0.0,0.0,10.5,
2024-01-20 02:00:00,0.0,0.0,10.5,
2024-01-20 02:10:00,0.0,0.0,10.4,
2024-01-20 02:20:00,0.0,0.0,10.3,
2024-01-20 02:30:00,0.0,0.0,10.2,
2024-01-20 02:40:00,0.0,0.0,10.1,
2024-01-20 02:50:00,0.0,0.0,10.0,
2024-01-20 03:00:00,0.0,0.0,9.9,
2024-01-20 03:10:00,0.0,0.0,9.8,
2024-01-20 03:20:00,0.0,0.0,9.6,
2024-01-20 03:30:00,0.0,0.0,9.5,
2024-01-20 03:40:00,0.0,0.0,9.4,
2024-01-20 03:50:01,0.0,0.0,8.6,
2024-01-20 04:00:00,0.0,0.0,8.2,
2024-01-20 04:10:00,0.0,0.0,8.2,
2024-01-20 04:20:00,0.0,0.0,8.2,
2024-01-20 04:30:00,0.0,0.0,7.8,
2024-01-20 04:40:00,0.0,0.0,7.5,
2024-01-20 04:50:00,0.0,0.0,7.2,
2024-01-20 05:00:00,0.0,0.0,6.9,
2024-01-20 05:10:00,0.0,0.0,6.7,
2024-01-20 05:20:00,0.0,0.0,6.5,
2024-01-20 05:30:00,0.0,0.0,6.3,
2024-01-20 05:40:00,0.0,0.0,6.2,
2024-01-20 05:50:00,0.0,0.0,6.1,
2024-01-20 06:00:00,0.0,0.0,6.0,
2024-01-20 06:10:00,0.0,0.0,5.9,
2024-01-20 06:20:00,0.0,0.0,5.8,
2024-01-20 06:30:00,0.0,0.0,5.7,
2024-01-20 06:40:00,0.0,0.0,5.6,
2024-01-20 06:50:00,0.0,0.0,5.5,
2024-01-20 07:00:00,0.0,0.0,5.4,
2024-01-20 07:10:00,0.0,0.0,5.4,
2024-01-20 07:20:00,0.0,0.0,5.4,
2024-01-20 07:30:00,0.0,0.0,5.3,
2024-01-20 07:40:01,0.0,0.0,5.3,
2024-01-20 07:50:00,0.0,0.0,5.2,
2024-01-20 08:00:00,0.0,0.0,5.1,
2024-01-20 08:10:00,0.0,0.0,5.0,
2024-01-20 08:20:00,0.2,0.0,4.8,0.0
2024-01-20 08:30:00,1.2,0.0,4.7,0.0
2024-01-20 08:40:00,3.1,0.0,4.7,0.0
2024-01-20 08:50:00,4.4,0.0,4.7,0.0
2024-01-20 09:00:00,5.6,0.0,4.7,0.0
2024-01-20 09:10:00,8.5,0.0,4.7,0.0
2024-01-20 09:20:00,11.8,0.0,4.8,0.0
2024-01-20 09:30:00,15.9,6.0,4.7,0.40723311163562737
2024-01-20 09:40:00,18.8,7.0,5.0,0.40181777770430255
2024-01-20 09:50:00,18.8,12.0,4.7,0.6888304760645186
2024-01-20 10:00:00,21.3,12.0,5.2,0.6079818286391055
2024-01-20 10:10:00,20.7,8.0,5.4,0.4170696602258599
2024-01-20 10:20:00,18.7,3.0,4.2,0.1731285153745047
2024-01-20 10:30:00,19.2,11.0,4.9,0.6182731877176323
2024-01-20 10:40:00,25.2,21.0,3.8,0.8993064548620104
2024-01-20 10:50:00,48.3,31.0,3.5,0.6926335428750888
2024-01-20 11:00:00,52.4,39.0,6.1,0.8031973680828643
2024-01-20 11:10:00,68.7,58.0,5.8,0.911087762130945
2024-01-20 11:20:00,,64.0,,
2024-01-20 11:30:00,93.3,63.0,6.7,0.7286984778946194
2024-01-20 11:40:00,91.1,59.0,7.1,0.6989121515283242
2024-01-20 11:50:01,77.4,51.0,8.7,0.7110795224490314
2024-01-20 12:00:00,90.7,68.0,8.2,0.8090783540985673
2024-01-20 12:10:00,99.5,75.0,6.9,0.8134430244983009
2024-01-20 12:20:00,95.8,67.0,9.2,0.7547415341430651
2024-01-20 12:30:00,97.6,64.0,8.3,0.7076509808750246
2024-01-20 12:40:00,88.9,74.0,10.8,0.8982948615494546
2024-01-20 12:50:00,,108.0,,
2024-01-20 13:00:00,,101.0,,
2024-01-20 13:10:00,155.9,114.0,9.6,0.7891284350553112
2024-01-20 13:20:00,158.2,131.0,11.2,0.89362183757464
2024-01-20 13:30:00,162.4,117.0,11.9,0.7774792257550878
2024-01-20 13:40:00,168.0,120.0,12.2,0.7708341041674376
2024-01-20 13:50:00,169.9,91.0,12.9,0.5780121534486847
2024-01-20 14:00:00,,51.0,,
2024-01-20 14:10:00,,40.0,,
2024-01-20 14:20:00,57.5,24.0,7.7,0.4504352330439287
2024-01-20 14:30:00,44.6,32.0,8.4,0.7742907593430762
2024-01-20 14:40:00,54.8,33.0,6.7,0.64986378854992
2024-01-20 14:50:00,54.0,36.0,5.7,0.7194451638896083
2024-01-20 15:00:00,51.4,33.0,6.2,0.6928508874034166
2024-01-20 15:10:00,51.1,29.0,6.7,0.6124435348179641
2024-01-20 15:20:00,48.4,43.0,7.1,0.9587647328694161
2024-01-20 15:30:00,69.0,28.0,6.8,0.4379231432371529
2024-01-20 15:40:00,62.3,42.0,7.0,0.7275288174164579
2024-01-20 15:50:00,58.0,41.0,6.5,0.762859958262257
2024-01-20 16:00:00,59.5,35.0,6.9,0.6348045563731839
2024-01-20 16:10:00,55.6,41.0,6.5,0.7957891650937214
2024-01-20 16:20:00,65.1,51.0,7.3,0.8454309529578347
2024-01-20 16:30:00,76.2,38.0,8.6,0.5381676422796282
2024-01-20 16:40:00,49.8,28.0,8.2,0.6067609815936456
2024-01-20 16:50:00,45.2,35.0,7.5,0.8356387412434609
2024-01-20 17:00:00,63.8,43.0,6.8,0.7273387628664536
2024-01-20 17:10:00,55.3,20.0,7.8,0.39029574894553803
2024-01-20 17:20:00,29.4,11.0,6.8,0.40377024504008635
2024-01-20 17:30:00,16.1,2.0,6.7,0.13405810507259783
2024-01-20 17:40:00,8.9,0.0,6.9,0.0
2024-01-20 17:50:00,3.9,0.0,6.7,0.0
2024-01-20 18:00:00,2.5,0.0,5.8,0.0
2024-01-20 18:10:00,1.0,0.0,5.4,0.0
2024-01-20 18:20:00,0.3,0.0,5.2,0.0
2024-01-20 18:30:00,0.1,0.0,4.9,0.0
2024-01-20 18:40:00,0.0,0.0,4.7,
2024-01-20 18:50:00,0.0,0.0,4.7,
2024-01-20 19:00:00,0.0,0.0,3.5,
2024-01-20 19:10:00,0.0,0.0,2.4,
2024-01-20 19:20:00,0.0,0.0,1.9,
2024-01-20 19:30:00,0.0,0.0,1.8,
2024-01-20 19:40:00,0.0,0.0,1.4,
2024-01-20 19:50:00,0.0,0.0,1.6,
2024-01-20 20:00:00,0.0,0.0,1.3,
2024-01-20 20:10:01,0.0,0.0,1.8,
2024-01-20 20:20:00,0.0,0.0,3.0,
2024-01-20 20:30:00,0.0,0.0,3.8,
2024-01-20 20:40:00,0.0,0.0,3.8,
2024-01-20 20:50:00,0.0,0.0,3.9,
2024-01-20 21:00:00,0.0,0.0,3.6,
2024-01-20 21:10:00,0.0,0.0,2.8,
2024-01-20 21:20:00,0.0,0.0,2.3,
2024-01-20 21:30:00,0.0,0.0,1.8,
2024-01-20 21:40:00,0.0,0.0,1.6,
2024-01-20 21:50:00,0.0,0.0,1.6,
2024-01-20 22:00:00,0.0,0.0,1.7,
2024-01-20 22:10:00,0.0,0.0,1.6,
2024-01-20 22:20:00,0.0,0.0,1.2,
2024-01-20 22:30:00,0.0,0.0,0.8,
2024-01-20 22:40:00,0.0,0.0,0.3,
2024-01-20 22:50:01,0.0,0.0,0.5,
2024-01-20 23:00:00,0.0,0.0,0.3,
2024-01-20 23:10:00,0.0,0.0,0.7,
2024-01-20 23:20:00,0.0,0.0,1.0,
2024-01-20 23:30:00,0.0,0.0,1.0,
2024-01-20 23:40:00,0.0,0.0,1.2,
2024-01-20 23:50:00,0.0,0.0,1.5,
2024-01-21 00:00:00,0.0,0.0,2.2,
2024-01-21 00:10:00,0.0,0.0,3.1,
2024-01-21 00:20:00,0.0,0.0,3.8,
2024-01-21 00:30:00,0.0,0.0,3.8,
2024-01-21 00:40:00,0.0,0.0,3.1,
2024-01-21 00:50:00,0.0,0.0,2.4,
2024-01-21 01:00:00,0.0,0.0,2.2,
2024-01-21 01:10:00,0.0,0.0,1.9,
2024-01-21 01:20:00,0.0,0.0,1.1,
2024-01-21 01:30:00,0.0,0.0,0.8,
2024-01-21 01:40:00,0.0,0.0,0.8,
2024-01-21 01:50:00,0.0,0.0,0.7,
2024-01-21 02:00:00,0.0,0.0,0.5,
2024-01-21 02:10:00,0.0,0.0,0.5,
2024-01-21 02:20:00,0.0,0.0,0.2,
2024-01-21 02:30:00,0.0,0.0,0.3,
2024-01-21 02:40:00,0.0,0.0,0.6,
2024-01-21 02:50:00,0.0,0.0,0.1,
2024-01-21 03:00:00,0.0,0.0,0.3,
2024-01-21 03:10:00,0.0,0.0,0.8,
2024-01-21 03:20:00,0.0,0.0,1.1,
2024-01-21 03:30:00,0.0,0.0,1.1,
2024-01-21 03:40:00,0.0,0.0,1.0,
2024-01-21 03:50:00,0.0,0.0,1.1,
2024-01-21 04:00:00,0.0,0.0,0.9,
2024-01-21 04:10:00,0.0,0.0,0.4,
2024-01-21 04:20:00,0.0,0.0,0.2,
2024-01-21 04:30:00,0.0,0.0,0.5,
2024-01-21 04:40:00,0.0,0.0,1.1,
2024-01-21 04:50:00,0.0,0.0,1.2,
2024-01-21 05:00:00,0.0,0.0,0.8,
2024-01-21 05:10:00,0.0,0.0,0.2,
2024-01-21 05:20:00,0.0,0.0,-0.2,
2024-01-21 05:30:00,0.0,0.0,-0.5,
2024-01-21 05:40:00,0.0,0.0,-0.4,
2024-01-21 05:50:00,0.0,0.0,-0.3,
2024-01-21 06:00:00,0.0,0.0,-0.5,
2024-01-21 06:10:00,0.0,0.0,-0.5,
2024-01-21 06:20:00,0.0,0.0,-0.3,
2024-01-21 06:30:00,0.0,0.0,-0.1,
2024-01-21 06:40:00,0.0,0.0,-0.1,
2024-01-21 06:50:00,0.0,0.0,-0.2,
2024-01-21 07:00:00,0.0,0.0,-0.2,
2024-01-21 07:10:00,0.0,0.0,-0.1,
2024-01-21 07:20:00,0.0,0.0,-0.2,
2024-01-21 07:30:00,0.0,0.0,-0.3,
2024-01-21 07:40:00,0.0,0.0,-0.3,
2024-01-21 07:50:00,0.0,0.0,-0.0,
2024-01-21 08:00:00,0.2,0.0,-0.2,0.0
2024-01-21 08:10:00,1.7,0.0,-0.3,0.0
2024-01-21 08:20:00,5.3,0.0,-0.1,0.0
2024-01-21 08:30:00,13.8,5.0,0.3,0.3910028064617436
2024-01-21 08:40:00,43.2,4.0,1.1,0.09992293942911226
2024-01-21 08:50:00,80.3,13.0,2.4,0.17470959770669195
2024-01-21 09:00:00,126.8,21.0,5.1,0.17872651942052573
2024-01-21 09:10:00,178.4,29.0,5.1,0.1754252501636657
2024-01-21 09:20:00,218.5,37.0,7.1,0.18274236428317284
2024-01-21 09:30:00,261.4,45.0,10.5,0.18577868616124163
2024-01-21 09:40:00,297.6,53.0,12.1,0.1921904923697038
2024-01-21 09:50:00,349.3,64.0,14.2,0.1977289886441523
2024-01-21 10:00:01,391.0,121.0,15.5,0.33396239704850106
2024-01-21 10:10:00,419.2,266.0,17.3,0.6847772433014163
2024-01-21 10:20:00,478.0,376.0,19.0,0.8488850887735128
2024-01-21 10:30:00,499.5,427.0,19.2,0.9225317867293176
2024-01-21 10:40:00,527.9,454.0,22.3,0.9280965270104629
2024-01-21 10:50:00,558.3,475.0,20.8,0.9181527481127458
2024-01-21 11:00:00,,498.0,,
2024-01-21 11:10:00,629.9,517.0,22.9,0.8857433316342138
2024-01-21 11:20:00,653.2,542.0,24.2,0.8954514976152045
2024-01-21 11:30:00,677.6,552.0,24.3,0.8791331105380692
2024-01-21 11:40:00,695.1,562.0,23.1,0.8725252095510572
2024-01-21 11:50:00,728.3,570.0,26.6,0.8446047166354732
2024-01-21 12:00:00,736.3,580.0,26.4,0.8500846021784045
2024-01-21 12:10:00,750.2,590.0,26.1,0.848718968331516
2024-01-21 12:20:00,761.3,596.0,28.1,0.8448495685239852
2024-01-21 12:30:00,783.4,611.0,28.4,0.8416792094776948
2024-01-21 12:40:00,786.0,623.0,28.5,0.8553708723344008
2024-01-21 12:50:00,798.0,623.0,26.3,0.8425081524496729
2024-01-21 13:00:00,802.7,630.0,28.0,0.8469860220202814
2024-01-21 13:10:00,806.5,629.0,28.3,0.8416571756104717
2024-01-21 13:20:00,806.0,624.0,28.1,0.8354847064524484
2024-01-21 13:30:00,799.5,618.0,29.0,0.8341784451853245
2024-01-21 13:40:00,739.6,209.0,27.7,0.3049568129791674
2024-01-21 13:50:00,320.6,400.0,28.4,1.3464351164496726
2024-01-21 14:00:00,803.4,547.0,23.0,0.7347582237632856
2024-01-21 14:10:00,191.4,636.0,19.6,3.58594924948112
2024-01-21 14:20:00,832.5,620.0,26.6,0.8037045074082111
2024-01-21 14:30:00,,620.0,,
2024-01-21 14:40:00,155.3,119.0,18.7,0.8269218400147784
2024-01-21 14:50:00,171.6,540.0,14.5,3.395982416961438
2024-01-21 15:00:00,,459.0,,
2024-01-21 15:10:00,655.9,515.0,22.5,0.8473416513259985
2024-01-21 15:20:00,655.9,490.0,22.5,0.8062085614558046
2024-01-21 15:30:00,594.9,470.0,23.4,0.8525951261425011
2024-01-21 15:40:00,571.5,456.0,21.7,0.8610682276474053
2024-01-21 15:50:00,538.7,418.0,21.8,0.8373716683846008
2024-01-21 16:00:00,514.1,373.0,19.3,0.782979127010768
2024-01-21 16:10:00,474.9,262.0,18.0,0.5953715506603834
2024-01-21 16:20:00,423.6,103.0,17.4,0.26240386643282454
2024-01-21 16:30:00,388.2,51.0,18.0,0.14177628809261988
2024-01-21 16:40:00,353.8,40.0,18.5,0.12200878980603873
2024-01-21 16:50:01,341.4,35.0,19.4,0.11063524049269022
2024-01-21 17:00:00,239.2,30.0,14.7,0.1353471253136805
2024-01-21 17:10:00,227.4,29.0,14.9,0.13762473451714144
2024-01-21 17:20:00,182.1,23.0,13.4,0.13630344950132614
2024-01-21 17:30:00,131.1,15.0,11.8,0.12347457046160328
2024-01-21 17:40:00,90.0,9.0,11.7,0.10791677458344125
2024-01-21 17:50:00,37.3,1.0,9.3,0.028932111148375676
2024-01-21 18:00:00,9.8,0.0,7.3,0.0
2024-01-21 18:10:00,4.1,0.0,5.8,0.0
2024-01-21 18:20:00,1.6,0.0,4.6,0.0
2024-01-21 18:30:00,0.7,0.0,4.6,0.0
2024-01-21 18:40:00,0.3,0.0,4.5,0.0
2024-01-21 18:50:00,0.0,0.0,3.7,
2024-01-21 19:00:00,0.0,0.0,3.5,
2024-01-21 19:10:00,0.0,0.0,3.6,
2024-01-21 19:20:00,0.0,0.0,3.2,
2024-01-21 19:30:00,0.0,0.0,2.9,
2024-01-21 19:40:00,0.0,0.0,3.1,
2024-01-21 19:50:00,0.0,0.0,3.2,
2024-01-21 20:00:00,0.0,0.0,3.6,
