,t,Q,P,h,Target,dt,tIn,tOff,PRlast24,EnergiaPersa,MinutiFermi,MancataProduzione,Corrispettivo
74,2024-01-18 10:43:25,75.19643,157.5517,270.911674476,183.16857284033128,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.83682815260148,0.0,0,0.0,726.32960715
75,2024-01-18 10:58:25,65.97721,140.3831,274.635561008,162.25817044306822,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.97599455776997,0.0,0,0.0,726.32960715
76,2024-01-18 11:13:25,72.99754,152.9069,272.282612932,178.63482690730507,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.42056047028014,0.0,0,0.0,726.32960715
77,2024-01-18 11:28:25,72.08582,151.0933,271.893582122,176.10127785050602,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.58278200610665,0.0,0,0.0,726.32960715
78,2024-01-18 11:43:25,65.66078,141.0834,273.875956682,161.0333406659413,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.97365867147602,0.0,0,0.0,726.32960715
79,2024-01-18 11:58:25,74.94436,154.053,270.856098646,182.51711368620076,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,77.36126787928578,0.0,0,0.0,726.32960715
80,2024-01-18 12:13:25,65.69296,140.5728,274.7281534,161.61358169163753,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.39813297160914,0.0,0,0.0,726.32960715
81,2024-01-18 12:28:25,74.84246,155.9016,271.152537064,182.46843388872705,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.31047148381188,0.0,0,0.0,726.32960715
82,2024-01-18 12:43:25,65.75732,140.1646,274.579883204,161.68460805453805,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.13279652652685,0.0,0,0.0,726.32960715
83,2024-01-18 12:58:25,74.4295,156.2351,271.263688724,181.50062690469164,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.88107810898508,0.0,0,0.0,726.32960715
84,2024-01-18 13:13:25,65.37118,140.7167,274.95045672000003,160.81669128758986,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.80605893785271,0.0,0,0.0,726.32960715
85,2024-01-18 13:28:25,69.8333,147.0161,273.246063284,171.31509584698387,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.53792292140469,0.0,0,0.0,726.32960715
86,2024-01-18 13:43:25,73.08336,151.3523,273.338655676,179.53848620809103,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,77.23256484146151,0.0,0,0.0,726.32960715
87,2024-01-18 13:58:25,65.85386,140.6893,274.83930505999996,162.07496452467657,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.23772238073073,0.0,0,0.0,726.32960715
88,2024-01-18 14:13:25,73.979,154.558,271.59714370399996,180.62381863021233,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.41313672544307,0.0,0,0.0,726.32960715
89,2024-01-18 14:28:25,65.35509,140.4744,274.89488089,160.7446110722283,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.70436550785418,0.0,0,0.0,726.32960715
90,2024-01-18 14:43:25,75.57721,158.0193,270.893217182,184.10872161163383,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.67778770181131,0.0,0,0.0,726.32960715
91,2024-01-18 14:58:25,65.37118,140.8056,274.83930505999996,160.75167942179564,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.88877356767907,0.0,0,0.0,726.32960715
92,2024-01-18 15:13:25,72.7562,153.4126,271.74541389999996,177.69296361980597,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.09695984250304,0.0,0,0.0,726.32960715
93,2024-01-18 15:28:25,69.55978,146.6376,275.469198458,172.0324600272965,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.00906839625293,0.0,0,0.0,726.32960715
94,2024-01-18 15:43:25,65.4409,141.0963,274.968914014,160.99901337688092,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.9307256996448,0.0,0,0.0,726.32960715
95,2024-01-18 15:58:25,73.92001,149.6311,271.41195892,169.43434861508877,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,76.02595158067935,0.0,0,0.0,726.32960715
